Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Ashwagandha Coffee new Comparison Table (product.metafields.custom.ashwagandha_coffee_new_comparison_table),ash_benefits_section (product.metafields.custom.ash_benefits_section),ash_clinical_studies (product.metafields.custom.ash_clinical_studies),ash_comparison_table (product.metafields.custom.ash_comparison_table),ash_freebies (product.metafields.custom.ash_freebies),ash_how_to_use (product.metafields.custom.ash_how_to_use),ash_image_review (product.metafields.custom.ash_image_review),ash_ingredients (product.metafields.custom.ash_ingredients),Ash Mobile How to use (product.metafields.custom.ash_mobile_how_to_use),Ash % Off Tag (product.metafields.custom.ash_off_tag),Ash Product Price (product.metafields.custom.ash_product_price),Ash Refill Text (product.metafields.custom.ash_refill_text),Ash Shipping text (product.metafields.custom.ash_shipping_text),Ash Slashed Product Price (product.metafields.custom.ash_slashed_product_price),Ash Subscription Paragraph (product.metafields.custom.ash_subscription_paragraph),ash_subtitle (product.metafields.custom.ash_subtitle),ash_USP (product.metafields.custom.ash_usp),ash_video_review (product.metafields.custom.ash_video_review),Badges (product.metafields.custom.badges),Bags / Loose Leaf (product.metafields.custom.bags_loose_leaf),Caffeine (product.metafields.custom.caffeine),Comparison Table (Header/Footer) (product.metafields.custom.comparison_table_header_footer),Cost per Cup (product.metafields.custom.cost_per_cup),Drinkware Features (product.metafields.custom.drinkware_features),FAQs (product.metafields.custom.faqs),Form (product.metafields.custom.form),Gift Type (product.metafields.custom.gift_type),Ingredients (product.metafields.custom.ingredients),Max Quantity To Order (product.metafields.custom.max_quantity_to_order),No. of Cups (product.metafields.custom.no_of_cups),No. of Serves (product.metafields.custom.no_of_serves),Packaging (product.metafields.custom.packaging),Product Card Subtitle (product.metafields.custom.product_card_subtitle),Recipes (product.metafields.custom.recipes),Reel Section (Header/Footer) (product.metafields.custom.reel_section_header_footer),Return Shipment Icon Text (product.metafields.custom.return_shipment_icon_text),seo_description (product.metafields.custom.seo_description),SE Date of Picking (product.metafields.custom.se_date_of_picking),SE Estate (product.metafields.custom.se_estate),SE Grade (product.metafields.custom.se_grade),SE Invoice (product.metafields.custom.se_invoice),SE Origin (product.metafields.custom.se_origin),SE Season (product.metafields.custom.se_season),Sold in last 24 hours (product.metafields.custom.sold_in_last_24_hours),Steal Deal Products (product.metafields.custom.steal_deal_products),Steeping Instructions - Hot Brew (product.metafields.custom.steeping_instructions_hot_brew),Steeping Instructions - Iced Brew (product.metafields.custom.steeping_instructions_iced_brew),Subtitle (product.metafields.custom.subtitle),Tasting Notes  (product.metafields.custom.tasting_notes),Text With Image (Header/Footer) (product.metafields.custom.text_with_image_header_footer),Type Filter (product.metafields.custom.type_filter),Video Review (Header/Footer) (product.metafields.custom.video_review_header_footer),What’s Inside (product.metafields.custom.whats_inside),Whats inside - Spice (product.metafields.custom.whats_inside_spice),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Caffeine content (product.metafields.shopify.caffeine-content),Coffee roast (product.metafields.shopify.coffee-roast),Color (product.metafields.shopify.color-pattern),Country (product.metafields.shopify.country),Dietary preferences (product.metafields.shopify.dietary-preferences),Drinkware material (product.metafields.shopify.drinkware-material),Flavor (product.metafields.shopify.flavor),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Tea input type (product.metafields.shopify.tea-input-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
psyllium-husk-1820mg-with-probiotics-2-billion-cfu-copy-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/3copy_90a0fed5-8793-4204-b60a-77e9790a0cf0.jpg?v=1769517067,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psyllium-husk-1820mg-with-probiotics-2-billion-cfu-copy-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/4_cb8d2f07-d45b-4014-9ea8-43fabae78ea1.jpg?v=1769517067,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psyllium-husk-1820mg-with-probiotics-2-billion-cfu-copy-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/5_f69ecf30-e0c8-4432-8dbb-c639e64cefc6.jpg?v=1769517067,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psyllium-husk-1820mg-with-probiotics-2-billion-cfu-copy-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/7_28d4080c-af79-4cb2-b8a2-3187463c5b86.jpg?v=1769517067,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psyllium-husk-1820mg-with-probiotics-2-billion-cfu-copy-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/9_d3f1adf7-a51d-4193-ab12-e88b34e1331f.jpg?v=1769517067,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psyllium-husk-1820mg-with-probiotics-2-billion-cfu-copy-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/10_da4aee9e-61a4-4603-9e39-41d4b5c2830c.jpg?v=1769517067,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psyllium-husk-1820mg-with-probiotics-2-billion-cfu-copy-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Pack2_88aebaa9-6188-4195-b2e5-2863a5ad6dfd.jpg?v=1769498685,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psyllium-husk-1820mg-with-probiotics-2-billion-cfu-copy-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Pack3_62b2773c-13e4-4673-8f87-b854f146e952.jpg?v=1769498685,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turmeric-ginger-with-1500mg-curcumunoids-copy,Turmeric Curcumin 2000mg with Boswellia & Piperine,"<p>Bringing age-old support back into our daily schedule in the form of a capsule. Made with boswellia &amp; piperine for fast absorption, the turmeric curcumin supplement supports joint health and mobility, while offering enhanced absorption as well. </p>",VAHDAM® UK,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Digestive Supplements,Herbal Supplements,"health, herbal-supplement, immunity, nutrition, relaxtion, supplements, vegan, wellness",false,Pack Size,90 Capsules,,,,,,,,AW-6RME-O0CZ,0.0,,deny,manual,29.99,,true,true,,,,,SL009003665-CP-US,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/1_3806662a-4ece-4c60-894d-28a5830cf491.jpg?v=1775482301,1,Turmeric Curcumin 2000mg Capsules with Boswellia –  VAHDAM®,false,Turmeric Curcumin Capsules | 2000mg with Boswellia & Piperine | VAHDAM®,"High-potency turmeric curcumin delivering 2000mg, blended with boswellia and piperine in a thoughtfully crafted formula. Designed for everyday wellness routines, this plant-based supplement comes in convenient capsules and fits easily into a balanced lifestyle.",525,,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,what-is-vahdam-turmeric-curcumin; what-benefits-can-i-expect-2; what-makes-this-turmeric-curcumin-different-from-other-turmeric-products,,,,,,,,90 Capsules,,,,,,,,,,,,,,,90 Capsules,,,,,,,,,adults,,,,,vegan; vegetarian,,unflavored,vegan,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/1_3806662a-4ece-4c60-894d-28a5830cf491.jpg?v=1775482301,lb,,,true,,,draft
turmeric-ginger-with-1500mg-curcumunoids-copy,,,,,,,,,180 Capsules,,,,,,,,59-RQ3P-GVT2,0.0,,deny,manual,49.99,,true,true,,,,,SL018003804-CP-US,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/2_e36c4104-9716-46df-82a2-110174741f17.jpg?v=1775482300,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/0.jpg?v=1775482527,lb,,,,,,
turmeric-ginger-with-1500mg-curcumunoids-copy,,,,,,,,,270 Capsules,,,,,,,,04-DHHQ-BMXQ,0.0,,deny,manual,65.99,,true,true,,,,,SL027003805-CP-US,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/3-2.jpg?v=1775482301,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/packof3.jpg?v=1775482527,lb,,,,,,
turmeric-ginger-with-1500mg-curcumunoids-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/5_901d4d65-0b63-4994-9062-abe8104f21d3.jpg?v=1775482527,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turmeric-ginger-with-1500mg-curcumunoids-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/3_8af0a4ac-8b6d-4748-96ba-045a4d9e77da.jpg?v=1775482527,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turmeric-ginger-with-1500mg-curcumunoids-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/7_ebb12755-2509-4e22-93d2-a117abfb4940.jpg?v=1775482527,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turmeric-ginger-with-1500mg-curcumunoids-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/10.jpg?v=1775482527,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turmeric-ginger-with-1500mg-curcumunoids-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/packof3.jpg?v=1775482527,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turmeric-ginger-with-1500mg-curcumunoids-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/0.jpg?v=1775482527,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psyllium-husk-1820mg-with-probiotics-2-billion-cfu-copy,Turmeric Ginger with 1500mg Curcumunoids,"<p>VAHDAM® Turmeric Ginger delivers a powerful 1500mg blend of 95% curcuminoids, ginger powder, and black pepper extract for superior digestion and absorption. This high-potency daily formula supports wellness, comfort, and immunity—crafted cleanly and made specially for your wellness journey. </p>",VAHDAM® UK,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Digestive Supplements,Herbal Supplements,"health, herbal-supplement, immunity, nutrition, relaxtion, supplements, vegan, wellness",false,Pack Size,90 Capsules,,,,,,,,RD-2G8N-WVXC,0.0,,deny,manual,29.99,,true,true,,,,,SL009003666-CP-US,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/1_8a7294b3-ebcf-4e56-a127-631d4c10e743.jpg?v=1769497144,1,"",false,,,525,,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,what-is-vahdam-turmeric-curcumin; what-benefits-can-i-expect-2; what-makes-this-turmeric-curcumin-different-from-other-turmeric-products,,,,,,,,90 Capsules,,,,,,,,,,,,,,,90 Capsules,,,,,,,,,adults,,,,,vegan; vegetarian,,unflavored,vegan,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/1_8a7294b3-ebcf-4e56-a127-631d4c10e743.jpg?v=1769497144,lb,,,true,,,draft
psyllium-husk-1820mg-with-probiotics-2-billion-cfu-copy,,,,,,,,,180 Capsules,,,,,,,,RD-2G8N-WVXC-pack2,0.0,,deny,manual,49.99,,true,true,,,,,SL018003807-CP-US,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/3_99879d2c-1aca-4658-aee2-6b3f384ee2e3.jpg?v=1769497229,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/packof2_4fbd3672-8356-4518-9001-924ef7430e8a.jpg?v=1769497229,lb,,,,,,
psyllium-husk-1820mg-with-probiotics-2-billion-cfu-copy,,,,,,,,,270 Capsules,,,,,,,,RD-2G8N-WVXC-pack3,0.0,,deny,manual,65.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0684/3603/3827/files/packof2_4fbd3672-8356-4518-9001-924ef7430e8a.jpg?v=1769497229,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Pack_3_fcf90665-1b79-4e77-a289-acd0a0cd3fb6.jpg?v=1769497229,lb,,,,,,
psyllium-husk-1820mg-with-probiotics-2-billion-cfu-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Pack_3_fcf90665-1b79-4e77-a289-acd0a0cd3fb6.jpg?v=1769497229,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psyllium-husk-1820mg-with-probiotics-2-billion-cfu-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/2_99465f51-b71f-4ce8-92ee-c352061e8d59.jpg?v=1769497229,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psyllium-husk-1820mg-with-probiotics-2-billion-cfu-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Turmeric_Ginger_with_1500_mg.jpg?v=1769497229,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psyllium-husk-1820mg-with-probiotics-2-billion-cfu-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/7_366c0a2e-1fc7-43b0-b63e-fe6fe9aab128.jpg?v=1769497229,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psyllium-husk-1820mg-with-probiotics-2-billion-cfu-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/10_f3da8478-8cb2-43b3-9979-7e8d1860ebc6.jpg?v=1769497229,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ashwagandha-coffee-copy,Ashwagandha Coffee (Copy),"",VAHDAM® UK,"Food, Beverages & Tobacco > Beverages > Coffee > Coffee Beans & Ground Coffee",Coffee,"",false,SELECT A PACK SIZE,40 Servings,,,,,,,,COFFEE-1-PACK-WITH-KIT_TUMBLER,0.0,shopify,continue,manual,39.99,,true,true,,,,,X0026HUOJF,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/2nd_Listing_Image_2.jpg?v=1775913032,1,"",false,,"Fuel your day with the clinically backed benefits of KSM-66® Ashwagandha, blended seamlessly into your cup of coffee. Enjoy a unique blend of adaptogenic ingredients that will change your coffee experience forever. ",1868,,,,,,,,,,,naturally-reduces-cortisol-cravings; curbs-appetite-without-harsh-side-effects; no-injections-no-prescriptions; safe-for-daily-use-without-dependency; delicious-ritual-based-enjoyable; affordable-simple-and-tasty,,,stress-relief; energy-without-crashes; tastes-exactly-like-coffee; low-acid-gentle-on-gut; 100-natural-ingredients; low-carbon-footprint; value-for-money,,scoop-it; add-water-milk; stir-well; consume,junelle-n; julia-c; wendi-l; corina-c; katherine-c; lesile-s; janice-c; ben-j; heather-v; christy-m; connie-b; lesile-s-1,ksm-66-ashwagandha; turmeric; lions-mane; chaga; arabica-coffee; pure-and-simple,scoop-it,10% OFF,$72.19,Refill Ships Automatically Based on Your Plan,FREE SHIPPING,$79.99,"You’ll receive a reminder email 5 days before your next shipment. You can pause, cancel or delay anytime. Try it risk-free with our 90-day money-back guarantee.",Made with 100% Arabica blended with KSM-66® Ashwagandha and adaptogens for supporting stress relief & helps you feel balanced.,supports-stress-relief; smooth-rich-taste; clean-ingredients,chrishty; jenn-ellis; tristen,,,,what-makes-us-better,'0.52,,what-is-ashwagandha-coffee; what-are-the-benefits-of-drinking-ashwagandha-coffee; can-i-replace-my-supplements-with-ashwagandha-coffee; will-ashwagandha-coffee-give-me-the-same-energy-as-regular-coffee; will-i-notice-the-taste-of-ashwagandha-or-the-mushrooms; can-i-replace-my-supplements-with-ashwagandha-coffee-1; how-do-i-prepare-ashwagandha-coffee; is-ashwagandha-coffee-safe-for-daily-consumption; does-ashwagandha-coffee-contain-any-artificial-additives; can-ashwagandha-coffee-help-with-stress-management,,,,,'40,'40,,Instant Mix | 40 Cups,,,,,,,,,,,,,,,Instant Mix | 40 Cups,,,,,,,,'674,,,,,,vegetarian; vegan,,coffee,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/ChatGPT_Image_Jan_9_2026_01_12_09_PM_52f53163-ddf7-4b2f-b3a1-56f9944c22e2.png?v=1769684896,kg,,,true,,,draft
ashwagandha-coffee-copy,,,,,,,,,120 Servings,,,,,,,,COFFEE-3-PACK-WITH-KIT_TUMBLER,0.0,shopify,continue,manual,107.99,,true,true,,,,,X0026HUOJF,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Artboard_1_aff8862d-e3b9-4bf5-ab66-b615deb0a482.jpg?v=1775913032,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/ChatGPT_Image_Jan_9_2026_01_12_12_PM_66de6f7f-2974-46d6-b296-9fedcbb42371.png?v=1769684896,kg,,,,,,
ashwagandha-coffee-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Artboard_9_6bb103c6-eac4-4a88-aed2-d44a4f20d622.jpg?v=1775913032,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ashwagandha-coffee-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/new_listing.jpg?v=1775913032,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ashwagandha-coffee-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/1_1862e4ad-d745-4fd9-8bba-98bbb4065383.jpg?v=1775913032,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ashwagandha-coffee-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Artboard_1-2_1.jpg?v=1775913032,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ashwagandha-coffee-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Artboard_1-1_1_1.jpg?v=1775913032,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ashwagandha-coffee-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Artboard_8_86d510f3-91c2-420d-83f1-e37ba0b96c84.jpg?v=1775913032,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ashwagandha-coffee-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Artboard_7_56af9567-d44a-43e3-924a-ed8f900fcb61.jpg?v=1775913032,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ashwagandha-coffee-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Po3_with_frother.png?v=1769684896,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ashwagandha-coffee-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/2nd_Listing_Image_2_56fc0e23-e99d-4603-a76a-35289ded7bb8.jpg?v=1775913032,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ashwagandha-coffee-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Artboard_1_3d53832c-44e3-4be5-90f6-74e3410ffe8a.jpg?v=1775913032,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ashwagandha-coffee-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/7_9d87265d-131f-4f37-9151-c106e2c1edd5.jpg?v=1775913032,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ashwagandha-coffee-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Artboard_9_0ad372fe-110b-4156-9e0d-0f71bbe45e1d.jpg?v=1775913032,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ashwagandha-coffee-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/new_listing_881cd531-166f-4c67-bd6d-921738485578.jpg?v=1775913032,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ashwagandha-coffee-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/1_89012164-1951-44ea-a9ed-0256a2617abf.jpg?v=1775913032,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
