Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Ashwagandha Coffee new Comparison Table (product.metafields.custom.ashwagandha_coffee_new_comparison_table),ash_benefits_section (product.metafields.custom.ash_benefits_section),ash_clinical_studies (product.metafields.custom.ash_clinical_studies),ash_comparison_table (product.metafields.custom.ash_comparison_table),ash_freebies (product.metafields.custom.ash_freebies),ash_how_to_use (product.metafields.custom.ash_how_to_use),ash_image_review (product.metafields.custom.ash_image_review),ash_ingredients (product.metafields.custom.ash_ingredients),Ash Mobile How to use (product.metafields.custom.ash_mobile_how_to_use),Ash % Off Tag (product.metafields.custom.ash_off_tag),Ash Product Price (product.metafields.custom.ash_product_price),Ash Refill Text (product.metafields.custom.ash_refill_text),Ash Shipping text (product.metafields.custom.ash_shipping_text),Ash Slashed Product Price (product.metafields.custom.ash_slashed_product_price),Ash Subscription Paragraph (product.metafields.custom.ash_subscription_paragraph),ash_subtitle (product.metafields.custom.ash_subtitle),ash_USP (product.metafields.custom.ash_usp),ash_video_review (product.metafields.custom.ash_video_review),Badges (product.metafields.custom.badges),Bags / Loose Leaf (product.metafields.custom.bags_loose_leaf),Caffeine (product.metafields.custom.caffeine),Comparison Table (Header/Footer) (product.metafields.custom.comparison_table_header_footer),Cost per Cup (product.metafields.custom.cost_per_cup),Drinkware Features (product.metafields.custom.drinkware_features),FAQs (product.metafields.custom.faqs),Form (product.metafields.custom.form),Gift Type (product.metafields.custom.gift_type),Ingredients (product.metafields.custom.ingredients),Max Quantity To Order (product.metafields.custom.max_quantity_to_order),No. of Cups (product.metafields.custom.no_of_cups),No. of Serves (product.metafields.custom.no_of_serves),Packaging (product.metafields.custom.packaging),Product Card Subtitle (product.metafields.custom.product_card_subtitle),Recipes (product.metafields.custom.recipes),Reel Section (Header/Footer) (product.metafields.custom.reel_section_header_footer),Return Shipment Icon Text (product.metafields.custom.return_shipment_icon_text),seo_description (product.metafields.custom.seo_description),SE Date of Picking (product.metafields.custom.se_date_of_picking),SE Estate (product.metafields.custom.se_estate),SE Grade (product.metafields.custom.se_grade),SE Invoice (product.metafields.custom.se_invoice),SE Origin (product.metafields.custom.se_origin),SE Season (product.metafields.custom.se_season),Sold in last 24 hours (product.metafields.custom.sold_in_last_24_hours),Steal Deal Products (product.metafields.custom.steal_deal_products),Steeping Instructions - Hot Brew (product.metafields.custom.steeping_instructions_hot_brew),Steeping Instructions - Iced Brew (product.metafields.custom.steeping_instructions_iced_brew),Subtitle (product.metafields.custom.subtitle),Tasting Notes  (product.metafields.custom.tasting_notes),Text With Image (Header/Footer) (product.metafields.custom.text_with_image_header_footer),Type Filter (product.metafields.custom.type_filter),Video Review (Header/Footer) (product.metafields.custom.video_review_header_footer),What’s Inside (product.metafields.custom.whats_inside),Whats inside - Spice (product.metafields.custom.whats_inside_spice),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Caffeine content (product.metafields.shopify.caffeine-content),Coffee roast (product.metafields.shopify.coffee-roast),Color (product.metafields.shopify.color-pattern),Country (product.metafields.shopify.country),Dietary preferences (product.metafields.shopify.dietary-preferences),Drinkware material (product.metafields.shopify.drinkware-material),Flavor (product.metafields.shopify.flavor),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Tea input type (product.metafields.shopify.tea-input-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
jungpana-premium-darjeeling-first-flush-black-tea-dj-16-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/CopyofArtboard2_02c51448-be80-47a1-ace2-498576dd1c79.jpg?v=1686671248,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jungpana-premium-darjeeling-first-flush-black-tea-dj-16-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Copyofjungpanadjleaf_5_11zon.jpg?v=1686671248,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jungpana-premium-darjeeling-first-flush-black-tea-dj-16-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/jUNGPANA-premium-1_1.jpg?v=1686671248,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jungpana-premium-darjeeling-first-flush-black-tea-dj-16-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/jUNGPANA-premium-2_1.jpg?v=1686671248,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jungpana-premium-darjeeling-first-flush-black-tea-dj-16-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Listingimage_adbbd196-5e1c-4ab3-adbb-c3f84114540e.png?v=1686671248,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jungpana-premium-darjeeling-first-flush-black-tea-dj-16-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/61SSOae3ziL._SL1000_c7bc2b52-b3d8-4f60-8582-7f45df33efed.jpg?v=1686671248,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
castleton-premium-darjeeling-first-flush-black-tea-dj-03-2023,Castleton Premium Darjeeling First Flush Black Tea (DJ 03/2023),,VAHDAM® UK,"Food, Beverages & Tobacco > Beverages > Tea & Infusions",Single Estate,"2023, All Black Tea, All Black Teas, Black Tea, Black Teas, discount_quantity2023, first_flush_offer, otp, single estate, single estate-2023",false,Title,Default Title,,,,,,,,LF010001973-SE,45359.237,shopify,deny,manual,25.99,25.99,true,true,,,,,'810131830250,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Copyofcastletonpremium-005withtea_3_11zon.jpg?v=1686671207,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Castleton-Premium-3.jpg?v=1686671207,lb,,25.99,true,,,draft
castleton-premium-darjeeling-first-flush-black-tea-dj-03-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/CopyofArtboard2.jpg?v=1686671207,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
castleton-premium-darjeeling-first-flush-black-tea-dj-03-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Copyofcastletonpremium-005_3_11zon.jpg?v=1686671207,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
castleton-premium-darjeeling-first-flush-black-tea-dj-03-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Castleton-Premium-3.jpg?v=1686671207,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
castleton-premium-darjeeling-first-flush-black-tea-dj-03-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Castleton-Premium-1.jpg?v=1686671207,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
castleton-premium-darjeeling-first-flush-black-tea-dj-03-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Listingimage_3e4b2e49-9f57-4c7c-b9d2-91fa7d37750b.png?v=1686671207,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
castleton-premium-darjeeling-first-flush-black-tea-dj-03-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/61SSOae3ziL._SL1000_dc439d90-43dd-47bf-aa87-c655f9352b9b.jpg?v=1686671207,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barnesbeg-darjeeling-first-flush-black-tea-dj-01-2023,Barnesbeg Darjeeling First Flush Black Tea (DJ 01/2023),,VAHDAM® UK,"Food, Beverages & Tobacco > Beverages > Tea & Infusions",Single Estate,"2023, discount_quantity2023, first_flush_offer, single estate, single estate-2023",false,Title,Default Title,,,,,,,,LF010001929-SE,45359.237,shopify,deny,manual,28.99,28.99,true,true,,,,,'810131830113,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Copyofbarnesbegpremium-004withtea_2_11zon.jpg?v=1686671201,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,7.99,true,,,draft
barnesbeg-darjeeling-first-flush-black-tea-dj-01-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Copyofbarnesbegpremium-004_2_11zon.jpg?v=1689169209,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barnesbeg-darjeeling-first-flush-black-tea-dj-01-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/CopyofArtboard1.jpg?v=1689169209,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barnesbeg-darjeeling-first-flush-black-tea-dj-01-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Barnesbeg-Premium-2nd-Image.jpg?v=1686671201,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barnesbeg-darjeeling-first-flush-black-tea-dj-01-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Barnesbeg-Premium-3rd-Image.jpg?v=1686671201,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barnesbeg-darjeeling-first-flush-black-tea-dj-01-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Listingimage_4c6584ed-b3b3-4fc3-a13c-82b42722b97b.png?v=1686671201,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barnesbeg-darjeeling-first-flush-black-tea-dj-01-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/61SSOae3ziL._SL1000_0362f7b1-594b-4429-bf9f-2d94a002aef5.jpg?v=1686671201,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-chamomile-herbal-tea-tisane-100-count,"Classic Chamomile Herbal Tea Tisane, 100 Count","<p>Made with one of the oldest herbs known, chamomile flowers, this tisane offers a pleasant and aromatic experience with a velvety mouthfeel.</p>",VAHDAM® UK,"Food, Beverages & Tobacco > Beverages > Tea & Infusions",Herbal Teas | Tea Bags,green-teas,true,Title,Default Title,,,,,,,,5D-7O3I-F7XY,0.0,shopify,deny,manual,16.99,19.99,true,false,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Zipper-bag_with-teabag_classic-chamomile_11zon.jpg?v=1684130749,1,"Classic Chamomile Herbal Tea Tisane,Tea Bags Caffeine Free | VAHDAM®",false,"Classic Chamomile Herbal Tea Tisane, 100 Tea Bags | Caffeine Free | VAHDAM®","Classic chamomile herbal tisane made from aromatic chamomile flowers. Smooth, floral tea bags offering a pleasant and comforting tea experience any time of day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caffeine-Free,,,,how-long-does-herbal-tea-stay-fresh-1; can-herbal-tea-be-enjoyed-with-milk-or-sweeteners-1; what-is-the-tea-bag-made-of-2; how-should-i-choose-the-right-herbal-tea-for-me-1,,,chamomile,,,,,Tea Bags | 100 Cups,,,,,,,,,,,,,place-1-bag-in-a-cup; pour-7-fl-oz-200-ml-freshly-boiled-water-over-the-bag-1; water-temperature-194-f-212-f-90-c-100-c; brew-for-3-5-minutes,for-iced-tea-use-2-tea-bags-brew-for-5-mins; refrigerate-for-3-4-hours-add-ice-cubes-sweetener-1,100 Plant-Based Biodegradable Pyramid Bags,"Floral, Sweet & Smooth",,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
classic-chamomile-herbal-tea-tisane-100-count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Classic-Chamomile-Herbal-Tea-Tisane_cea3b979-53fe-489c-8491-694c1f79cf49.jpg?v=1684130749,2,"Classic Chamomile Herbal Tea Tisane,Tea Bags Caffeine Free | VAHDAM®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-chamomile-herbal-tea-tisane-100-count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/51fJl6Z0jiL._SX679.jpg?v=1684130749,3,"Classic Chamomile Herbal Tea Tisane,Tea Bags Caffeine Free | VAHDAM®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-chamomile-herbal-tea-tisane-100-count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/WhatsAppImage2023-01-19at14.35.56_d1b19dfd-32dd-4de9-8ec8-f4876b834903.jpg?v=1684130749,4,"Classic Chamomile Herbal Tea Tisane,Tea Bags Caffeine Free | VAHDAM®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-chamomile-herbal-tea-tisane-100-count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/B08G2J583H.PT04.jpg?v=1773646470,5,"Classic Chamomile Herbal Tea Tisane,Tea Bags Caffeine Free | VAHDAM®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-chamomile-herbal-tea-tisane-100-count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/B08G2J583H.PT05.jpg?v=1773646470,6,"Classic Chamomile Herbal Tea Tisane,Tea Bags Caffeine Free | VAHDAM®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-chamomile-herbal-tea-tisane-100-count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/B08G2J583H.PT07.jpg?v=1773646470,7,"Classic Chamomile Herbal Tea Tisane,Tea Bags Caffeine Free | VAHDAM®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-chamomile-herbal-tea-tisane-100-count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/B08G2J583H.PT06.jpg?v=1773646470,8,"Classic Chamomile Herbal Tea Tisane,Tea Bags Caffeine Free | VAHDAM®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-chamomile-herbal-tea-tisane-100-count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Listingimage_fdf81e08-4684-40a1-8c3d-6b5e445bc34b.png?v=1773646470,9,"Classic Chamomile Herbal Tea Tisane,Tea Bags Caffeine Free | VAHDAM®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earl-grey-spiced-chai-tea-30-count-15x2,"Earl Grey Spiced Chai Tea, 30 Count (15x2)","<div>
<meta charset=""utf-8"">An artisanal blend of the traditional Masala Chai with the uplifting notes of natural bergamot oil.<br>
</div>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",VAHDAM® UK,"Food, Beverages & Tobacco > Beverages > Tea & Infusions",Chai Teas | Tea Bags,"chai-teas, digestion, grocery, growaov-collection, growaov-subscription, medium-caffeine, otp, tea-bags",false,Title,Default Title,,,,,,,,BT-NXUY-EQ6V,100.07381663125,shopify,deny,manual,9.99,9.99,true,true,,,,,TB006001088-CT(EU),https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Earl-Grey-Spiced-Chai-Tea---Front-View-2-_Global_-_1.jpg?v=1683530611,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,true,,,draft
earl-grey-spiced-chai-tea-30-count-15x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/EarlGreyChaiSpicedBlackTea_2b4fb5bc-9b2c-4970-a459-c793051e0e5a.jpg?v=1683530611,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earl-grey-spiced-chai-tea-30-count-15x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/EarlGreyChaiSpicedBlackTea_4b36e8ee-42a8-4d6c-b660-0c351ddd6cb1.jpg?v=1685688257,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earl-grey-spiced-chai-tea-30-count-15x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Earl-Grey-Spiced-Chai-Tea---Ingredient-_1.jpg?v=1685688257,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earl-grey-spiced-chai-tea-30-count-15x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/EarlGreyMasalaChaiTea-TeaBags.jpg?v=1685688257,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earl-grey-spiced-chai-tea-30-count-15x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Listingimage_d26c37f3-f5de-4dac-9e7d-892d729ff624.png?v=1685688254,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earl-grey-spiced-chai-tea-30-count-15x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/61SSOae3ziL._SL1000_af2797e5-976b-4088-a584-8e221678041c.jpg?v=1685688258,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-mountain-oolong-tea-12oz-12oz-340g,"High Mountain Oolong Tea, 12oz/340g","Our blender's choice, this Oolong tea is robust, full-bodied, and tipped with fruity flavors.",VAHDAM® UK,Uncategorized,Black Teas | Loose Leaf,"black-teas, grocery, growaov-collection, growaov-subscription, high-caffeine, loose-leaf, Loose-leafs, nutty, oolong-teas, otp, sugar-control, wizzy-ignore",false,Title,Default Title,,,,,,,,R9-M5E0-GUG9,340.0,shopify,deny,manual,16.24,24.99,true,true,,,,,LF034001271-OT(EU),https://cdn.shopify.com/s/files/1/0684/3603/3827/files/81kRbpq6IqL._SX679.jpg?v=1683529892,1,"",false,,Shop 9oz Daily Darjeeling Black Tea only for $8 @ Vahdamteas.Com. ✓100% Pure ✓Garden Fresh ✓Worldwide Shipping,"Food, Beverages & Tobacco > Beverages > Tea & Infusions",,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,g,,,true,,,draft
high-mountain-oolong-tea-12oz-12oz-340g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/41uCDneqwXL._SX679.jpg?v=1683529892,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-mountain-oolong-tea-12oz-12oz-340g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/HighMountainOolongTea_2b81264c-99b4-4c44-a290-1340f569b619.jpg?v=1683529892,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-mountain-oolong-tea-12oz-12oz-340g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/Listingimage_237fc728-765c-4b75-8b7f-d7bbbf06ee0e.png?v=1685685100,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-mountain-oolong-tea-12oz-12oz-340g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/61K2rUGtMcL_0bb92079-9f0d-4c9e-af2d-a50d93f2fc54.jpg?v=1685685100,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweet-himalayan-green-tea-30-count-15x2,"Sweet Himalayan Green Tea, 30 Count (15x2)","<meta charset=""utf-8"">Indulge in a savory detox with our Himalayan Green tea mixed with fresh, aromatic Indian spices.<br>",VAHDAM® UK,"Food, Beverages & Tobacco > Beverages > Tea & Infusions",Green Teas | Tea Bags,"black-teas, Chamomile, Green Tea, grocery, growaov-collection, growaov-subscription, high-caffeine, Mint Citrus, otp, tea-bags, wizzy-ignore",false,Title,Default Title,,,,,,,,TB006001087-GT(EU),100.07381663125,shopify,deny,manual,9.99,9.99,true,true,,,,,TB006001087-GT(EU),https://cdn.shopify.com/s/files/1/0684/3603/3827/files/61tahNtI8mL._AC_SX679.jpg?v=1685687300,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,true,,,draft
sweet-himalayan-green-tea-30-count-15x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0684/3603/3827/files/HimalayanDetoxGreenTea_cf6d959a-ab3c-4278-a15d-daed4763f79b.jpg?v=1685687300,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
